brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
22968.0,for_sale,407000.0,,,13.56,1949365.0,Frederiksted,Virgin Islands,840.0,,
22968.0,for_sale,1950000.0,,,68.74,1949385.0,Frederiksted,Virgin Islands,840.0,,
540.0,for_sale,85000.0,,,0.61,1645385.0,Saint John,Virgin Islands,830.0,,
25348.0,for_sale,128000.0,,,0.23,599620.0,Saint John,Virgin Islands,830.0,,
104185.0,for_sale,150000.0,,,0.41,1760936.0,Saint John,Virgin Islands,830.0,,
25348.0,for_sale,590000.0,,,1.07,1450513.0,Saint John,Virgin Islands,830.0,,
4963.0,for_sale,245000.0,,,0.95,1585147.0,Saint John,Virgin Islands,830.0,,
25348.0,for_sale,238000.0,,,0.94,1135837.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,199000.0,,,0.23,17806.0,Saint John,Virgin Islands,830.0,,
104185.0,for_sale,250000.0,,,1.37,1760911.0,Saint John,Virgin Islands,830.0,,
25348.0,for_sale,295000.0,,,0.52,17823.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,240000.0,,,0.43,1135882.0,Saint John,Virgin Islands,830.0,,
103341.0,for_sale,1450000.0,3.0,4.0,0.52,17733.0,Saint John,Virgin Islands,830.0,3166.0,
540.0,for_sale,65000.0,,,0.31,1670673.0,Saint John,Virgin Islands,830.0,,
90911.0,for_sale,75000.0,,,0.25,17810.0,Saint John,Virgin Islands,830.0,,
90911.0,for_sale,95000.0,,,0.26,17809.0,Saint John,Virgin Islands,830.0,,
102904.0,for_sale,158250.0,,,0.31,1563479.0,Saint John,Virgin Islands,830.0,,
4963.0,for_sale,495000.0,,,10.92,1760905.0,Saint John,Virgin Islands,830.0,,
25348.0,for_sale,550000.0,,,1.91,521816.0,Saint John,Virgin Islands,830.0,,
4963.0,for_sale,125000.0,,,0.51,1450457.0,Saint John,Virgin Islands,830.0,,
540.0,for_sale,425000.0,,,1.01,1446061.0,Saint John,Virgin Islands,830.0,,
103341.0,for_sale,3175000.0,3.0,3.0,1.01,302061.0,Saint John,Virgin Islands,830.0,5223.0,
102904.0,for_sale,183750.0,,,0.36,1563478.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,399000.0,,,1.26,1563493.0,Saint John,Virgin Islands,830.0,,
25348.0,for_sale,123000.0,,,0.32,1563508.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,185000.0,,,0.25,1563499.0,Saint John,Virgin Islands,830.0,,
25348.0,for_sale,123000.0,,,0.46,1450438.0,Saint John,Virgin Islands,830.0,,
102904.0,for_sale,307800.0,,,0.67,1563510.0,Saint John,Virgin Islands,830.0,,
25348.0,for_sale,179000.0,,,0.65,1272887.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,275000.0,,,0.35,1563503.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,275000.0,,,0.26,1563501.0,Saint John,Virgin Islands,830.0,,
25348.0,for_sale,420000.0,,,0.66,435947.0,Saint John,Virgin Islands,830.0,,
25348.0,for_sale,445000.0,,,1.0,1446056.0,Saint John,Virgin Islands,830.0,,
540.0,for_sale,295000.0,,,0.5,1666769.0,Saint John,Virgin Islands,830.0,,
540.0,for_sale,295000.0,,,0.5,1666771.0,Saint John,Virgin Islands,830.0,,
540.0,for_sale,295000.0,,,0.5,1666770.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,200000.0,,,0.81,1854770.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,425000.0,,,1.0,594803.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,275000.0,,,0.32,1563500.0,Saint John,Virgin Islands,830.0,,
25348.0,for_sale,415000.0,,,0.66,1446072.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,330000.0,,,0.34,480880.0,Saint John,Virgin Islands,830.0,,
4963.0,for_sale,199000.0,,,0.36,1670659.0,Saint John,Virgin Islands,830.0,,
540.0,for_sale,249000.0,,,1.0,1585126.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,999000.0,4.0,2.0,0.5,1212307.0,Saint John,Virgin Islands,830.0,6300.0,
25348.0,for_sale,999000.0,7.0,5.0,0.25,917933.0,Saint John,Virgin Islands,830.0,3186.0,
540.0,for_sale,1295000.0,3.0,4.0,0.28,329022.0,Saint John,Virgin Islands,830.0,1842.0,
4963.0,for_sale,1499000.0,5.0,5.0,0.89,1585143.0,Saint John,Virgin Islands,830.0,4468.0,
4963.0,for_sale,95000.0,,,0.51,1450455.0,Saint John,Virgin Islands,830.0,,
93901.0,for_sale,2999000.0,4.0,5.0,0.53,1052221.0,Saint John,Virgin Islands,830.0,5869.0,
42061.0,for_sale,125000.0,,,0.57,436657.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,150000.0,,,0.51,17805.0,Saint John,Virgin Islands,830.0,,
22968.0,for_sale,175000.0,,,0.24,1563366.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,150000.0,,,0.66,17803.0,Saint John,Virgin Islands,830.0,,
4963.0,for_sale,175000.0,,,0.24,1563504.0,Saint John,Virgin Islands,830.0,,
4963.0,for_sale,150000.0,,,0.3,599665.0,Saint John,Virgin Islands,830.0,,
48576.0,for_sale,189000.0,,,0.23,435972.0,Saint John,Virgin Islands,830.0,,
103341.0,for_sale,399000.0,,,1.23,1949376.0,Saint John,Virgin Islands,830.0,,
43977.0,for_sale,175000.0,,,0.5,17818.0,Saint John,Virgin Islands,830.0,,
103341.0,for_sale,399000.0,,,0.96,1563494.0,Saint John,Virgin Islands,830.0,,
4963.0,for_sale,275000.0,,,0.35,1563505.0,Saint John,Virgin Islands,830.0,,
4963.0,for_sale,400000.0,,,0.59,1563504.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,275000.0,,,0.98,731246.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,275000.0,,,1.17,17804.0,Saint John,Virgin Islands,830.0,,
540.0,for_sale,185000.0,,,0.53,1760926.0,Saint John,Virgin Islands,830.0,,
540.0,for_sale,225000.0,,,0.25,329017.0,Saint John,Virgin Islands,830.0,,
4963.0,for_sale,199000.0,,,0.23,116392.0,Saint John,Virgin Islands,830.0,,
22968.0,for_sale,400000.0,,,0.59,1563365.0,Saint John,Virgin Islands,830.0,,
22968.0,for_sale,275000.0,,,0.35,1563367.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,225000.0,,,0.28,1670667.0,Saint John,Virgin Islands,830.0,,
103341.0,for_sale,675000.0,,,0.77,10457.0,Saint John,Virgin Islands,830.0,,
4963.0,for_sale,250000.0,,,0.65,1563492.0,Saint John,Virgin Islands,830.0,,
102029.0,for_sale,425000.0,,,0.45,1243444.0,Saint John,Virgin Islands,830.0,,
25348.0,for_sale,675000.0,,,0.67,435953.0,Saint John,Virgin Islands,830.0,,
4963.0,for_sale,515000.0,,,0.5,1563462.0,Saint John,Virgin Islands,830.0,,
25348.0,for_sale,425000.0,,,0.24,923662.0,Saint John,Virgin Islands,830.0,,
19383.0,for_sale,480000.0,,,0.06,6050.0,San Juan,Puerto Rico,920.0,4374.0,
19383.0,for_sale,420000.0,,,0.06,1837314.0,San Juan,Puerto Rico,920.0,2793.0,
16919.0,for_sale,7795000.0,7.0,8.0,1.26,653346.0,San Juan,Puerto Rico,920.0,9310.0,
84126.0,for_sale,285000.0,3.0,3.0,,10096.0,San Juan,Puerto Rico,921.0,1840.0,
16842.0,for_sale,100100.0,3.0,2.0,0.03,1076127.0,Rio Piedras,Puerto Rico,921.0,1164.0,
101.0,for_sale,118000.0,3.0,1.0,0.06,1683660.0,San Juan,Puerto Rico,921.0,1260.0,
6378.0,for_sale,178000.0,3.0,2.0,,9388.0,San Juan,Puerto Rico,921.0,718.0,
8677.0,for_sale,110000.0,3.0,1.0,,,San Juan,Puerto Rico,921.0,946.0,
8677.0,for_sale,120000.0,4.0,2.0,,,San Juan,Puerto Rico,921.0,1200.0,
46423.0,for_sale,87000.0,2.0,2.0,0.04,1250839.0,San Juan,Puerto Rico,923.0,1504.0,
29911.0,for_sale,137000.0,3.0,2.0,0.02,1280195.0,San Juan,Puerto Rico,923.0,1252.0,
29911.0,for_sale,93000.0,3.0,1.0,0.02,1960680.0,San Juan,Puerto Rico,923.0,181.0,
52707.0,for_sale,650000.0,4.0,4.0,0.21,385221.0,San Juan,Puerto Rico,924.0,2510.0,
103954.0,for_sale,137000.0,3.0,2.0,0.01,1592927.0,San Juan,Puerto Rico,924.0,1700.0,
29911.0,for_sale,108000.0,3.0,2.0,0.02,1319999.0,San Juan,Puerto Rico,924.0,510.0,
26006.0,for_sale,3000000.0,,,7.0,2001170.0,San Juan,Puerto Rico,924.0,,
48572.0,for_sale,147000.0,2.0,1.0,,1713122.0,San Juan,Puerto Rico,925.0,933.0,
3464.0,for_sale,270000.0,10.0,6.0,0.07,435970.0,San Juan,Puerto Rico,925.0,4279.0,
30334.0,for_sale,183000.0,7.0,4.0,0.08,1868301.0,San Juan,Puerto Rico,926.0,3638.0,
75124.0,for_sale,195000.0,3.0,2.0,,1143161.0,San Juan,Puerto Rico,926.0,2518.0,
85121.0,for_sale,174900.0,4.0,4.0,0.29,1902804.0,San Juan,Puerto Rico,926.0,1500.0,
67492.0,for_sale,225000.0,3.0,2.0,,10813.0,San Juan,Puerto Rico,926.0,2519.0,
103954.0,for_sale,225000.0,,,7.96,1855747.0,San Juan,Puerto Rico,926.0,,
102922.0,for_sale,159900.0,3.0,2.0,,1862044.0,San Juan,Puerto Rico,926.0,1200.0,
7832.0,for_sale,1600000.0,6.0,4.0,0.19,629349.0,San Juan,Puerto Rico,926.0,3400.0,
26765.0,for_sale,689000.0,3.0,3.0,,10084.0,San Juan,Puerto Rico,926.0,2557.0,
18211.0,for_sale,1225000.0,6.0,5.0,,1970515.0,San Juan,Puerto Rico,926.0,4210.0,2022-03-18
70306.0,for_sale,650000.0,4.0,3.0,,,San Juan,Puerto Rico,926.0,2495.0,
26765.0,for_sale,889000.0,5.0,4.0,,270241.0,San Juan,Puerto Rico,926.0,3400.0,
103954.0,for_sale,60000.0,,,0.35,1911828.0,San Juan,Puerto Rico,926.0,,
19383.0,for_sale,420000.0,,,0.05,954639.0,San Juan,Puerto Rico,926.0,2861.0,
19383.0,for_sale,420000.0,,,0.06,1259127.0,San Juan,Puerto Rico,926.0,2552.0,
19383.0,for_sale,360000.0,,,0.05,426264.0,San Juan,Puerto Rico,926.0,3197.0,
19383.0,for_sale,600000.0,,,0.08,114797.0,San Juan,Puerto Rico,926.0,5410.0,
59533.0,for_sale,142000.0,6.0,4.0,0.09,1837661.0,San Juan,Puerto Rico,927.0,2550.0,
33447.0,for_sale,1800000.0,5.0,8.0,0.37,575407.0,San Juan,Puerto Rico,927.0,8000.0,
32511.0,for_sale,1500000.0,12.0,9.0,0.37,559928.0,San Juan,Puerto Rico,927.0,10528.0,
7922.0,for_sale,1800000.0,6.0,7.0,0.52,475810.0,San Juan,Puerto Rico,927.0,4655.0,
72216.0,for_sale,225000.0,,,0.41,268235.0,San Juan,Puerto Rico,927.0,,
39523.0,for_sale,700000.0,4.0,3.0,0.29,783851.0,Rio Piedras,Puerto Rico,927.0,2206.0,
82827.0,for_sale,2500000.0,6.0,5.0,0.44,,San Juan,Puerto Rico,927.0,6000.0,
82827.0,for_sale,2500000.0,6.0,5.0,0.49,268638.0,San Juan,Puerto Rico,927.0,6000.0,
72216.0,for_sale,100000.0,,,0.7,1418221.0,San Juan,Puerto Rico,936.0,,
75124.0,for_sale,550000.0,,,2.62,531664.0,San Juan,Puerto Rico,936.0,,
18211.0,for_sale,73400.0,3.0,1.0,,1988454.0,Toa Baja,Puerto Rico,949.0,950.0,2022-02-28
19383.0,for_sale,79000.0,2.0,1.0,0.08,1962621.0,Toa Baja,Puerto Rico,949.0,499.0,
85121.0,for_sale,220000.0,4.0,3.0,0.08,1841702.0,Toa Baja,Puerto Rico,949.0,1576.0,
102719.0,for_sale,165000.0,4.0,2.0,0.12,1941867.0,Toa Baja,Puerto Rico,949.0,1300.0,
8677.0,for_sale,150000.0,4.0,3.0,,,Toa Baja,Puerto Rico,949.0,1300.0,
32511.0,for_sale,3500000.0,,,126.0,1842084.0,Toa Baja,Puerto Rico,949.0,,
92147.0,for_sale,126500.0,3.0,2.0,0.39,827946.0,Toa Alta,Puerto Rico,953.0,1577.0,
82827.0,for_sale,125000.0,4.0,4.0,0.08,,Toa Alta,Puerto Rico,953.0,2068.0,
18211.0,for_sale,75000.0,2.0,1.0,,1296737.0,Toa Alta,Puerto Rico,953.0,645.0,
75895.0,for_sale,49900.0,,,2.6,1844378.0,Toa Alta,Puerto Rico,953.0,,
18211.0,for_sale,181000.0,4.0,3.0,,1867422.0,Toa Alta,Puerto Rico,953.0,1720.0,
61594.0,for_sale,130000.0,2.0,2.0,,1862035.0,Toa Alta,Puerto Rico,953.0,,
103848.0,for_sale,399000.0,3.0,3.0,,914212.0,Toa Alta,Puerto Rico,953.0,1519.0,
78468.0,for_sale,269000.0,4.0,3.0,,1628451.0,Toa Alta,Puerto Rico,953.0,1701.0,
